'POST_ZIP','POST_ID','POST_URL','POST_DATE','POST_TITLE','POST_PRICE', 'TIMESTAMP'
10021,6911180547,https://newjersey.craigslist.org/ctd/d/weehawken-2016-gmc-terrain-sle1/6911180547.html,2019-06-13 12:16,2016 GMC Terrain SLE1,$500,1560871345.7503974
10022,6911980270,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2007-toyota-sienna-le-awd/6911980270.html,2019-06-14 12:46,2007 TOYOTA SIENNA LE AWD,$4290,1560871346.1708093
10022,6910921762,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2001-bmw-325i-91k-miles/6910921762.html,2019-06-13 00:48,2001 BMW 325i: 91k miles. Ultimate BMW Driving Experience- Clean Title,$4999,1560871346.1708522
10022,6893486985,https://newyork.craigslist.org/brk/cto/d/new-york-city-2010-toyota-highlander-4wd/6893486985.html,2019-05-20 17:16,2010 TOYOTA HIGHLANDER 4WD,$12800,1560871346.1708844
10022,6893165877,https://newyork.craigslist.org/brk/cto/d/new-york-city-we-sell-truck/6893165877.html,2019-05-20 11:57,We sell a truck,$6500,1560871346.170911
10022,6893154038,https://newyork.craigslist.org/brk/cto/d/new-york-city-we-sell-boom-truck/6893154038.html,2019-05-20 11:45,We sell boom truck,$10500,1560871346.170936
10023,6914095144,https://newyork.craigslist.org/mnh/cto/d/new-york-city-car-show-award-winning/6914095144.html,2019-06-17 14:10,Car Show Award Winning Chevy Truck 1953,$26000,1560871346.570516
10023,6911930965,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2011-chevrolet-suburban/6911930965.html,2019-06-14 11:57,2011 Chevrolet Suburban,$8500,1560871346.5705574
10023,6908522027,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2008-lexus-rx-350-for/6908522027.html,2019-06-09 22:58,2008 Lexus RX 350 For Sale by First and Only Owner,$10000,1560871346.5705845
10023,6907603405,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2014-bmw-328i-xdrive/6907603405.html,2019-06-08 14:19,2014 BMW 328i xDrive,$15999,1560871346.570612
10023,6897710898,https://newyork.craigslist.org/mnh/cto/d/new-york-city-honda-element-2006-blue/6897710898.html,2019-05-26 10:52,Honda Element 2006 blue,$4800,1560871346.5706375
10023,6894780068,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2009-infinity-37-rare/6894780068.html,2019-05-22 11:38,2009 INFINITY G 37 Rare Find~ Sport Sedan 4D ....,$3800,1560871346.5706635
10023,6906065874,https://newjersey.craigslist.org/ctd/d/paterson-2017-honda-civic-lx/6906065874.html,2019-06-06 13:37,2017 HONDA CIVIC LX,$500,1560871346.5706909
10024,6900037263,https://newyork.craigslist.org/mnh/cto/d/new-york-city-toyota-prius-2009/6900037263.html,2019-05-29 13:33,Toyota Prius 2009,$3500,1560871346.9159439
10025,6914274476,https://newyork.craigslist.org/mnh/cto/d/new-york-city-bmw-1985-e28-great-driver/6914274476.html,2019-06-17 17:14,"BMW 1985 e28, great driver, custom air suspension",$6000,1560871347.3477187
10025,6911973750,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2019-corolla-le/6911973750.html,2019-06-14 12:40,2019 Corolla LE,$18500,1560871347.3477812
10025,6905405203,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2007-mini-cooper/6905405203.html,2019-06-05 15:21,2007 Mini Cooper S,$3400,1560871347.3478193
10025,6903144126,https://newyork.craigslist.org/lgi/cto/d/new-york-city-1987-volkswagen-westfalia/6903144126.html,2019-06-02 16:17,1987 Volkswagen Westfalia,$23000,1560871347.347853
10025,6902581985,https://newyork.craigslist.org/mnh/cto/d/new-york-city-uber-rent-tlc-toyota/6902581985.html,2019-06-01 17:39,UBER RENT TLC Toyota Camry  Lyft / Via /,$345,1560871347.347889
10025,6892746757,https://newyork.craigslist.org/mnh/cto/d/new-york-city-chevy-avalanche/6892746757.html,2019-05-19 18:24,Chevy Avalanche,$8000,1560871347.3479245
10026,6912862757,https://newyork.craigslist.org/mnh/ctd/d/new-york-city-honda-accord-coupe-2016/6912862757.html,2019-06-15 15:16,HONDA ACCORD COUPE 2016,$650,1560871347.857461
10026,6911113231,https://newyork.craigslist.org/mnh/cto/d/new-york-city-honda-accord-k-miles/6911113231.html,2019-06-13 11:05,Honda Accord 2001 57k miles,$5000,1560871347.8575275
10026,6907343683,https://newyork.craigslist.org/mnh/cto/d/new-york-city-bmw-3-series/6907343683.html,2019-06-08 09:03,Bmw 3 series,$11000,1560871347.8575583
10026,6905486916,https://newyork.craigslist.org/mnh/cto/d/new-york-city-66-ford-for-sale/6905486916.html,2019-06-05 16:56,‘66 Ford For Sale,$6999,1560871347.8575835
10026,6905467183,https://newyork.craigslist.org/mnh/cto/d/new-york-city-mercedes-benz-c-miles/6905467183.html,2019-06-05 16:33,"Mercedes-Benz C240 2003. 101,000 miles! Needs computer board to be replaced. Fix",$3000,1560871347.8576133
10026,6896327038,https://newyork.craigslist.org/mnh/cto/d/new-york-city-negotiable-price-2005/6896327038.html,2019-05-24 11:37,*NEGOTIABLE PRICE* 2005 DODGE NEON FOR SALE,$1300,1560871347.857644
10026,6896314902,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2010-isuzu-npr/6896314902.html,2019-05-24 11:25,2010 ISUZU NPR,$11995,1560871347.857672
10026,6892965416,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2015-red-jeep-cherokee/6892965416.html,2019-05-20 06:54,2015 Red Jeep Cherokee,$10000,1560871347.8576977
10026,6892807130,https://newyork.craigslist.org/mnh/cto/d/new-york-city-lexus-ls-400/6892807130.html,2019-05-19 20:05,Lexus ls 400,$2500,1560871347.8577247
10027,6913102692,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2017-chrysler-pacifica/6913102692.html,2019-06-15 21:55,2017 Chrysler Pacifica,$23499,1560871348.3277888
10027,6912297468,https://newyork.craigslist.org/mnh/ctd/d/new-york-city-2016-honda-accord-coupe/6912297468.html,2019-06-14 18:47,2016 HONDA ACCORD COUPE LXS,$500,1560871348.3278334
10027,6908626902,https://newyork.craigslist.org/mnh/cto/d/new-york-city-uber-black-car-tlc-plate/6908626902.html,2019-06-10 08:21,Uber black car TLC plate,$335,1560871348.327868
10027,6908457020,https://newyork.craigslist.org/brx/cto/d/new-york-city-toyota-corolla-le/6908457020.html,2019-06-09 20:35,Toyota Corolla LE,$21000,1560871348.327895
10027,6905566665,https://newyork.craigslist.org/mnh/cto/d/new-york-city-bmw-x5/6905566665.html,2019-06-05 18:41,BMW X5,$3000,1560871348.3279207
10027,6912199790,https://cnj.craigslist.org/ctd/d/new-york-city-2010-jeep-grand-cherokee/6912199790.html,2019-06-14 16:41,2010 JEEP GRAND CHEROKEE SRT,$1000,1560871348.3279448
10028,6912654343,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2015-fiat-500-sport-5/6912654343.html,2019-06-15 11:22,2015 Fiat 500 SPORT 5 Speed - ** SUPER LOW MILEAGE ** - Lady Owner,$7995,1560871348.7457974
10028,6911873815,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2008-toyota-camry-hybrid/6911873815.html,2019-06-14 10:57,"2008 Toyota Camry Hybrid - Original 38,000 MILES !! - Lady Owner",$8995,1560871348.7458441
10028,6906080785,https://newyork.craigslist.org/mnh/cto/d/new-york-city-swap-lease-takeover-2017/6906080785.html,2019-06-06 13:54,swap lease  takeover 2017 Toyota Camry,$250,1560871348.7458744
10028,6893227718,https://newyork.craigslist.org/mnh/cto/d/new-york-city-swap-lease-takeover-2017/6893227718.html,2019-05-20 12:54,swap lease  takeover 2017 Toyota Camry,$250,1560871348.745902
10028,6901750057,https://hudsonvalley.craigslist.org/cto/d/new-york-city-jeep-wrangler-1994-yj/6901750057.html,2019-05-31 15:45,Jeep Wrangler 1994 YJ,$5400,1560871348.7459292
10029,6910209639,https://newyork.craigslist.org/mnh/cto/d/new-york-city-toyota-prius-2006/6910209639.html,2019-06-12 07:50,Toyota Prius 2006,$3600,1560871349.2007816
10029,6906767864,https://newyork.craigslist.org/lgi/cto/d/new-york-city-custom-food-trailer/6906767864.html,2019-06-07 12:43,Custom FOOD TRAILER,$14750,1560871349.2008235
10029,6904308634,https://newyork.craigslist.org/mnh/cto/d/new-york-city-excellent-rav4/6904308634.html,2019-06-04 09:12,EXCELLENT RAV4,$6500,1560871349.2008514
10029,6904178330,https://newyork.craigslist.org/mnh/cto/d/new-york-city-jeep-wrangler-tj-5spd/6904178330.html,2019-06-03 23:11,Jeep Wrangler TJ 5spd,$6500,1560871349.200877
10029,6902025550,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2008-dodge-caliber/6902025550.html,2019-05-31 22:48,2008 Dodge Caliber,$3000,1560871349.2009034
10029,6899864979,https://newyork.craigslist.org/que/cto/d/new-york-city-saab-93-aero-2006/6899864979.html,2019-05-29 10:39,Saab 9.3 Aero.   2006,$1500,1560871349.2009287
10029,6898678085,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2005-infiniti-fx-35/6898678085.html,2019-05-27 18:27,2005 Infiniti fx 35,$3800,1560871349.2009544
10029,6897642987,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2004-toyota-4runner-sr5/6897642987.html,2019-05-26 08:28,2004 Toyota 4Runner SR5 4WD V8,$5000,1560871349.2009797
10029,6895637815,https://newyork.craigslist.org/mnh/cto/d/new-york-city-porsche-chyanne-tiptronic/6895637815.html,2019-05-23 13:00,Porsche Chyanne tiptronic,$5300,1560871349.2010064
10029,6893682834,https://newyork.craigslist.org/mnh/cto/d/new-york-city-mazda-cx9-4wd-2010-grand/6893682834.html,2019-05-20 22:05,Mazda Cx9 4wd 2010 grand touring 21334 millage,$13800,1560871349.2011056
10030,6908457020,https://newyork.craigslist.org/brx/cto/d/new-york-city-toyota-corolla-le/6908457020.html,2019-06-09 20:35,Toyota Corolla LE,$21000,1560871349.6055713
10030,6899421778,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2010-toyota-corolla-no/6899421778.html,2019-05-28 17:06,2010 Toyota Corolla NO RUST,$5500,1560871349.6056142
10030,6895061425,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2004-infiniti-g35x/6895061425.html,2019-05-22 16:30,2004 Infiniti G35x,$2000,1560871349.605642
10030,6893337387,https://newyork.craigslist.org/que/cto/d/new-york-city-2005-mercedes-benz-s-k/6893337387.html,2019-05-20 14:38,2005 Mercedes Benz S500 151k Miles for sale,$4000,1560871349.6056678
10031,6913645669,https://newyork.craigslist.org/mnh/cto/d/new-york-city-09-acura-tsx/6913645669.html,2019-06-16 21:14,09 Acura TSX,$6100,1560871350.0993543
10031,6913413488,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2004-dodge-sprinter/6913413488.html,2019-06-16 14:27,2004 dodge sprinter,$5300,1560871350.0993958
10031,6913406841,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2007-saturn-ion-obo/6913406841.html,2019-06-16 14:17,2007 Saturn Ion OBO,$2500,1560871350.0994227
10031,6912978971,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2009-ford-escape/6912978971.html,2019-06-15 17:49,2009 Ford escape,$3600,1560871350.0994482
10031,6912954767,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2012-toyota-sienna-le/6912954767.html,2019-06-15 17:14,2012 Toyota sienna Le,$9200,1560871350.0994735
10031,6912399243,https://newyork.craigslist.org/brk/cto/d/new-york-city-ford-f-wrecker/6912399243.html,2019-06-14 21:45,Ford f550 2005 wrecker,$15000,1560871350.0994992
10031,6906961713,https://newyork.craigslist.org/mnh/cto/d/new-york-city-hino-box-liftgate/6906961713.html,2019-06-07 16:07,Hino box liftgate,$25000,1560871350.0995245
10031,6906719501,https://newyork.craigslist.org/brx/cto/d/new-york-city-2013-chevrolet-suburban/6906719501.html,2019-06-07 11:54,2013 Chevrolet Suburban 1500 LT 4WD (for sale),$11500,1560871350.0995495
10031,6902682674,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2018-toyota-highlander-le/6902682674.html,2019-06-01 20:34,2018 Toyota Highlander LE,$32999,1560871350.0995772
10031,6897926576,https://newyork.craigslist.org/mnh/ctd/d/new-york-city-temporary-plates-temp/6897926576.html,2019-05-26 16:08,TEMPORARY PLATES / TEMP TAGS / 30 DAYS /60 DAYS INSURANCE OR TITLE ISSUES ON THE,$0,1560871350.0996037
10032,6912913672,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2015-acura-tlx/6912913672.html,2019-06-15 16:20,2015 ACURA TLX,$13000,1560871350.6182983
10032,6911629260,https://newyork.craigslist.org/mnh/cto/d/new-york-city-audi-a6/6911629260.html,2019-06-13 21:48,Audi a6,$3000,1560871350.6183395
10032,6911505689,https://newyork.craigslist.org/brx/ctd/d/new-york-city-2013-bmw-335xi/6911505689.html,2019-06-13 18:19,2013 BMW 335XI,$500,1560871350.618366
10032,6908098777,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2014-ford-fusion-titanium/6908098777.html,2019-06-09 11:40,2014 Ford Fusion Titanium Hybrid,$9600,1560871350.6183908
10032,6906082768,https://newyork.craigslist.org/mnh/cto/d/new-york-city-03mercedes-benz-e500/6906082768.html,2019-06-06 13:56,03’Mercedes Benz-E500,$1300,1560871350.6184177
10033,6913683365,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2011-town-country/6913683365.html,2019-06-16 22:46,2011 town country,$3500,1560871351.037164
10033,6912084721,https://newyork.craigslist.org/mnh/cto/d/new-york-city-bmw-2010-x5/6912084721.html,2019-06-14 14:34,BMW 2010 X5,$10000,1560871351.0372057
10033,6910304798,https://newyork.craigslist.org/brx/cto/d/new-york-city-2010-mitsubishi-lancer-de/6910304798.html,2019-06-12 10:29,2010 Mitsubishi Lancer DE - 78k Miles,$4750,1560871351.0372326
10033,6909735763,https://newyork.craigslist.org/mnh/cto/d/new-york-city-mazda-tribute-2011/6909735763.html,2019-06-11 14:10,"Mazda, Tribute , 2011",$6800,1560871351.0372608
10033,6908098777,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2014-ford-fusion-titanium/6908098777.html,2019-06-09 11:40,2014 Ford Fusion Titanium Hybrid,$9600,1560871351.0372868
10033,6903764877,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2018-tiguan-se-4motion/6903764877.html,2019-06-03 13:48,2018 Tiguan SE 4motion,$24000,1560871351.0373135
10033,6899624394,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2013-honda-civic/6899624394.html,2019-05-28 21:58,2013 Honda Civic,$6200,1560871351.0373397
10033,6893142314,https://newyork.craigslist.org/mnh/cto/d/new-york-city-mazda-cx/6893142314.html,2019-05-20 11:33,Mazda CX-7 2009,$4400,1560871351.0373645
10034,6911440265,https://newyork.craigslist.org/brx/ctd/d/new-york-city-2007-bmw-m5/6911440265.html,2019-06-13 16:56,2007 BMW M5,$500,1560871351.474769
10034,6907249333,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2008-bmw-328xi-estate/6907249333.html,2019-06-08 00:35,2008 BMW 328xi Estate Wagon,$8499,1560871351.4748144
10034,6907088318,https://newyork.craigslist.org/mnh/cto/d/new-york-city-1998-porche-boxter/6907088318.html,2019-06-07 18:47,1998 porche Boxter convertible,$11000,1560871351.474847
10034,6898525574,https://newyork.craigslist.org/mnh/cto/d/new-york-city-on-sale/6898525574.html,2019-05-27 14:56,On Sale,$2500,1560871351.4748769
10034,6898230435,https://newyork.craigslist.org/brx/cto/d/new-york-city-bmw-650i-2012-convertible/6898230435.html,2019-05-27 08:10,BMW 650i 2012 Convertible,$28500,1560871351.474904
10034,6895656177,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2006-bmw-325xi/6895656177.html,2019-05-23 13:19,2006 Bmw 325xi,$4995,1560871351.4749339
10034,6895556793,https://newyork.craigslist.org/mnh/cto/d/new-york-city-09-infiniti-g37x-awd/6895556793.html,2019-05-23 11:37,09 Infiniti G37x AWD,$8500,1560871351.474962
10034,6912600623,https://newjersey.craigslist.org/cto/d/new-york-city-2017-nissan-altima/6912600623.html,2019-06-15 10:15,2017 Nissan Altima,$9995,1560871351.4749908
10034,6912599593,https://newjersey.craigslist.org/cto/d/new-york-city-2008-yukon/6912599593.html,2019-06-15 10:13,2008 Yukon,$5195,1560871351.475054
10035,6912286851,https://newyork.craigslist.org/mnh/ctd/d/new-york-city-2013-dodge-dart-limited/6912286851.html,2019-06-14 18:31,2013 DODGE DART LIMITED,$500,1560871351.9186602
10035,6903931604,https://newyork.craigslist.org/que/cto/d/new-york-city-2011-lexus-lx-570-sport/6903931604.html,2019-06-03 16:44,2011 LEXUS LX 570 SPORT UTILITY,$35995,1560871351.9187272
10035,6903924415,https://newyork.craigslist.org/que/cto/d/new-york-city-2014-toyota-avalon-limited/6903924415.html,2019-06-03 16:36,2014 TOYOTA AVALON LIMITED,$13995,1560871351.9187658
10035,6894797274,https://newyork.craigslist.org/jsy/cto/d/new-york-city-2011-inter-roll-off/6894797274.html,2019-05-22 11:55,2011 Inter Roll off Automatic Trans auto Tarp Heavy Specs $110.000,$110,1560871351.9188137
10036,6906935377,https://newyork.craigslist.org/mnh/cto/d/new-york-city-kenworth-flatbed-truck/6906935377.html,2019-06-07 15:37,Kenworth flatbed truck (Trade),$28500,1560871352.369664
10036,6902090412,https://newyork.craigslist.org/mnh/cto/d/new-york-city-sell-your-car/6902090412.html,2019-06-01 03:38,Sell your car,$500,1560871352.3697119
10036,6901659742,https://newyork.craigslist.org/mnh/cto/d/new-york-city-toyota-highlander-for/6901659742.html,2019-05-31 14:08,Toyota Highlander for rent to TLC driver uber via Lyft juno,$470,1560871352.3697395
10036,6901363024,https://newyork.craigslist.org/mnh/cto/d/new-york-city-attention-2015-toyota/6901363024.html,2019-05-31 08:19,ATTENTION 2015 Toyota Camry TLC Uber Lyft Black Car Rentals,$375,1560871352.3697689
10036,6901261958,https://newyork.craigslist.org/mnh/cto/d/brooklyn-uber-lyft-gett-lincoln-town/6901261958.html,2019-05-30 23:26,"UBER, LYFT, GETT, 2007-2011 LINCOLN TOWN CAR FOR RENT $250 PER WEEK!!",$250,1560871352.3697975
10036,6895684102,https://newyork.craigslist.org/mnh/cto/d/new-york-city-bmw-5-series-528i-xdrive/6895684102.html,2019-05-23 13:48,BMW 5 SERIES 528i XDrive,$22000,1560871352.3698273
10036,6910545240,https://cnj.craigslist.org/cto/d/piscataway-2002-toyota-highlander-30l/6910545240.html,2019-06-12 14:40,2002 Toyota Highlander 3.0L 4WD  180253m,$4800,1560871352.3698542
10036,6906816806,https://cnj.craigslist.org/cto/d/new-york-city-double-decker-bus/6906816806.html,2019-06-07 13:33,DOUBLE DECKER BUS,$249000,1560871352.3698812
10037,6909203034,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2017-hyundai-veloster/6909203034.html,2019-06-10 19:18,2017 Hyundai Veloster Coupe 3D,$12000,1560871352.8003492
10037,6909200591,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2007-gmc-yukon-denali-xl/6909200591.html,2019-06-10 19:15,2007 GMC Yukon Denali XL,$9000,1560871352.8003938
10037,6906190004,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2010-honda-accord/6906190004.html,2019-06-06 15:57,2010 Honda Accord,$6500,1560871352.8004224
10037,6903513065,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2010-toyota-matrix/6903513065.html,2019-06-03 09:17,2010 Toyota Matrix,$4500,1560871352.8004484
10037,6900532523,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2007-gmc-yukon-denali-xl/6900532523.html,2019-05-30 03:53,2007 GMC Yukon Denali XL,$9500,1560871352.8004744
10037,6895006049,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2017-hyundai-veloster/6895006049.html,2019-05-22 15:28,2017 Hyundai Veloster Coupe 3D,$12000,1560871352.800501
10039,6899421778,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2010-toyota-corolla-no/6899421778.html,2019-05-28 17:06,2010 Toyota Corolla NO RUST,$5500,1560871353.6200047
10039,6898917084,https://newyork.craigslist.org/mnh/cto/d/new-york-city-ford-transit-connect-xlt/6898917084.html,2019-05-28 07:46,Ford transit connect XLT 2010,$5500,1560871353.62006
10039,6895996157,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2016-nissan-sentra/6895996157.html,2019-05-23 20:22,2016 Nissan Sentra,$15000,1560871353.6200964
10039,6892965416,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2015-red-jeep-cherokee/6892965416.html,2019-05-20 06:54,2015 Red Jeep Cherokee,$10000,1560871353.6201303
10040,6914318230,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2002-ford-ranger-30-ltr/6914318230.html,2019-06-17 18:05,"2002 Ford Ranger, 3.0 ltr Manual Transmission, 131k miles",$1000,1560871354.091533
10040,6913392534,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2005-volvo-xc70-cross/6913392534.html,2019-06-16 13:56,2005 Volvo XC70 Cross Country,$3200,1560871354.0915897
10040,6912175460,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2018-toyota-corolla/6912175460.html,2019-06-14 16:13,2018 Toyota Corolla,$20000,1560871354.0916688
10040,6912068719,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2005-volvo-xc70-cross/6912068719.html,2019-06-14 14:17,2005 Volvo XC70 Cross Country AWD.,$3200,1560871354.0917149
10040,6911540649,https://newyork.craigslist.org/brx/ctd/d/new-york-city-2012-jeep-grand-cherokee/6911540649.html,2019-06-13 19:10,2012 JEEP GRAND CHEROKEE SRT8,$1000,1560871354.0917573
10040,6911434790,https://newyork.craigslist.org/brx/ctd/d/new-york-city-2015-toyota-rav4/6911434790.html,2019-06-13 16:49,2015 Toyota RAV4,$500,1560871354.0917983
10040,6907564048,https://newyork.craigslist.org/mnh/cto/d/new-york-city-lexus-rx300/6907564048.html,2019-06-08 13:36,Lexus Rx300,$2800,1560871354.0918288
10040,6907504212,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2018-hyundai-sonata/6907504212.html,2019-06-08 12:31,2018 Hyundai Sonata Limited 2.0T,$20400,1560871354.091857
10040,6904303148,https://newyork.craigslist.org/mnh/cto/d/new-york-city-tlc-car-rental-jeep/6904303148.html,2019-06-04 09:02,TLC CAR RENTAL (JEEP CHEROKEE),$375,1560871354.0918863
10040,6903942241,https://newyork.craigslist.org/jsy/cto/d/new-york-city-honda-pilot-2009-ex-4wd-7/6903942241.html,2019-06-03 16:57,Honda Pilot 2009 EX 4WD 7 Seats,$7000,1560871354.0919166
10040,6901224099,https://newyork.craigslist.org/mnh/cto/d/new-york-city-rsx-type/6901224099.html,2019-05-30 21:54,RSX TYPE S,$3300,1560871354.0919466
10040,6896889695,https://newyork.craigslist.org/mnh/cto/d/new-york-city-honda-pilot-2009-ex-4wd/6896889695.html,2019-05-25 01:23,HONDA PILOT 2009 EX 4WD,$7500,1560871354.0919733
10040,6896346345,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2015-chevrolet-spark-1lt/6896346345.html,2019-05-24 11:56,2015 Chevrolet Spark 1LT - Low Mileage & Great Condition,$7150,1560871354.0920024
10040,6895656177,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2006-bmw-325xi/6895656177.html,2019-05-23 13:19,2006 Bmw 325xi,$4995,1560871354.092034
10041,6898106014,https://newyork.craigslist.org/mnh/ctd/d/new-york-city-gt-vr4-1-billion-dollars/6898106014.html,2019-05-26 21:46,"98 3000GT VR4 $1 BILLION DOLLARS $1,000,000,000",$1000000000,1560871354.5025897
10041,6893304697,https://newyork.craigslist.org/mnh/cto/d/new-york-city-we-buying-tlc-plates/6893304697.html,2019-05-20 14:07,WE BUYING TLC PLATES,$0,1560871354.5026338
10041,6892504729,https://cnj.craigslist.org/cto/d/new-york-city-1989-bmw-325-ci/6892504729.html,2019-05-19 12:52,1989 BMW 325 ci,$8000,1560871354.50266
10042,6914735519,https://newyork.craigslist.org/mnh/cto/d/pleasantville-mercedes/6914735519.html,2019-06-18 11:14,Mercedes,$1000,1560871355.5376582
10042,6914735466,https://newyork.craigslist.org/brx/ctd/d/astoria-dealer-plates-sale/6914735466.html,2019-06-18 11:14,DEALER PLATES Sale!!,$1000,1560871355.5377042
10042,6914734905,https://newyork.craigslist.org/fct/cto/d/ridgefield-2014-hyundai-veloster-turbo/6914734905.html,2019-06-18 11:14,2014 Hyundai Veloster Turbo R- spec,$7500,1560871355.537735
10042,6914734391,https://newyork.craigslist.org/brx/ctd/d/astoria-dealer-plates-rental/6914734391.html,2019-06-18 11:13,Dealer plates rental,$1300,1560871355.5377657
10042,6914733854,https://newyork.craigslist.org/brk/cto/d/brooklyn-2000-lexus-rx300-for-parts-or/6914733854.html,2019-06-18 11:13,2000 LEXUS RX300 for parts or project,$1300,1560871355.5377944
10042,6914732399,https://newyork.craigslist.org/brk/cto/d/brooklyn-2013-ford-max-for-sale/6914732399.html,2019-06-18 11:11,2013 Ford C-Max for Sale,$7000,1560871355.5378256
10042,6914731137,https://newyork.craigslist.org/brk/cto/d/brooklyn-2018-nissan-altima-25-sv/6914731137.html,2019-06-18 11:10,2018 Nissan Altima 2.5 SV condition:MINT(NEW CAR) ONE OWNER.,$14500,1560871355.5378551
10042,6914730303,https://newyork.craigslist.org/lgi/ctd/d/great-neck-2016-mercedes-benz-300-4matic/6914730303.html,2019-06-18 11:09,2016 Mercedes-Benz C 300 4MATIC,$279,1560871355.5378873
10042,6914729803,https://newyork.craigslist.org/wch/cto/d/bronx-chrysler-pacifica-2005/6914729803.html,2019-06-18 11:08,Chrysler Pacifica 2005,$4000,1560871355.537917
10042,6914729571,https://newyork.craigslist.org/lgi/cto/d/deer-park-1987-porsche-944/6914729571.html,2019-06-18 11:08,1987 PORSCHE 944 S,$3500,1560871355.5379455
10042,6914729352,https://newyork.craigslist.org/lgi/ctd/d/bethpage-2002-ford-f-ext-cab-lifted/6914729352.html,2019-06-18 11:08,"2002 FORD F250 F-250 EXT CAB LIFTED CUSTOM 52,000 MILES! WE FINANCE!!",$14400,1560871355.5379734
10042,6914728613,https://newyork.craigslist.org/lgi/ctd/d/bethpage-2004-jeep-grand-cherokee-1/6914728613.html,2019-06-18 11:07,"2004 JEEP GRAND CHEROKEE 1 OWNER 31,000 MILES!! WE FINANCE!!",$10500,1560871355.5380063
10042,6914728517,https://newyork.craigslist.org/stn/cto/d/staten-island-fiat-500-abarth/6914728517.html,2019-06-18 11:07,FIAT 500 ABARTH,$11500,1560871355.5380387
10042,6914727963,https://newyork.craigslist.org/lgi/ctd/d/bethpage-2009-kia-sedona-mini-van-miles/6914727963.html,2019-06-18 11:06,"2009 KIA SEDONA MINI VAN 75,000 MILES!! RUNS GREAT! WE FINANCE!!",$6800,1560871355.5381148
10042,6914725891,https://newyork.craigslist.org/brk/cto/d/brooklyn-2007-chevrolet-cobalt-ls/6914725891.html,2019-06-18 11:04,2007 CHEVROLET COBALT LS. 95000ML. ONE OWNER. MINT CONDITION.,$2950,1560871355.53815
10042,6914722585,https://newyork.craigslist.org/lgi/ctd/d/port-jefferson-station-2018-ram-call/6914722585.html,2019-06-18 11:01,2018 Ram 1500 - Call 877-652-1632,$0,1560871355.5381813
10042,6914721941,https://newyork.craigslist.org/lgi/cto/d/brookhaven-2005-sterling-acterra/6914721941.html,2019-06-18 11:00,2005 STERLING ACTERRA  REFRIGATER TRUCK.,$11995,1560871355.5382113
10042,6914721813,https://newyork.craigslist.org/brk/ctd/d/woodbridge-2016-ford-150-f-xlt-4x4-4dr/6914721813.html,2019-06-18 11:00,2016 Ford F-150 F150 F 150 XLT 4x4 4dr SuperCrew 6.5 ft. SB We Finance Everyone,$31995,1560871355.5382419
